row_no,mandator,provider_id,customer_id,syndicate_id,star1,star2,num_combi,n1,n2,n3,n4,n5,drawtype,drawdate,stake,currency,gametype
9871,JXC,JXC112269600,794967,,1,3,10~31~34~39~42,10,31,34,39,42,TU,01.01.2019,2.00,EUR,EUMI
9872,JXC,JXC112269936,1443514,,1,9,4~17~29~36~43,4,17,29,36,43,TU,01.01.2019,2.00,EUR,EUMI
9873,JXC,JXC112269983,151954,,2,9,2~4~8~14~20,2,4,8,14,20,TU,01.01.2019,2.00,EUR,EUMI
9874,JXC,JXC112269983,151954,,7,10,2~9~10~19~40,2,9,10,19,40,TU,01.01.2019,2.00,EUR,EUMI
9875,JXC,JXC112269983,151954,,6,8,8~9~27~40~42,8,9,27,40,42,TU,01.01.2019,2.00,EUR,EUMI
9876,JXC,JXC112269983,151954,,2,8,12~21~23~47~49,12,21,23,47,49,TU,01.01.2019,2.00,EUR,EUMI
9877,JXC,JXC112270047,1780793,,7,10,11~14~18~39~42,11,14,18,39,42,TU,01.01.2019,2.00,EUR,EUMI
9878,JXC,JXC112270240,1747480,,10,11,3~23~31~33~43,3,23,31,33,43,TU,01.01.2019,2.00,EUR,EUMI
9879,JXC,JXC112270472,1586132,,3,8,4~7~30~36~40,4,7,30,36,40,TU,01.01.2019,2.00,EUR,EUMI
9880,JXC,JXC112270472,1586132,,1,7,6~9~29~30~36,6,9,29,30,36,TU,01.01.2019,2.00,EUR,EUMI
9881,JXC,JXC112270472,1586132,,5,12,30~41~44~48~49,30,41,44,48,49,TU,01.01.2019,2.00,EUR,EUMI
9882,JXC,JXC112270472,1586132,,5,6,1~25~26~42~43,1,25,26,42,43,TU,01.01.2019,2.00,EUR,EUMI
9883,JXC,JXC112270472,1586132,,5,9,1~17~26~29~36,1,17,26,29,36,TU,01.01.2019,2.00,EUR,EUMI
9884,JXC,JXC112270623,1455097,,5,10,2~6~15~17~38,2,6,15,17,38,TU,01.01.2019,2.00,EUR,EUMI
9885,JXC,JXC112270623,1455097,,2,9,10~19~34~40~48,10,19,34,40,48,TU,01.01.2019,2.00,EUR,EUMI
9886,JXC,JXC112270623,1455097,,6,9,12~20~30~32~50,12,20,30,32,50,TU,01.01.2019,2.00,EUR,EUMI
9887,JXC,JXC112270623,1455097,,9,10,4~7~14~44~45,4,7,14,44,45,TU,01.01.2019,2.00,EUR,EUMI
9888,JXC,JXC112270623,1455097,,1,3,15~24~27~31~45,15,24,27,31,45,TU,01.01.2019,2.00,EUR,EUMI
9889,JXC,JXC112270860,1431635,,3,12,6~22~27~32~47,6,22,27,32,47,TU,01.01.2019,2.00,EUR,EUMI
9890,JXC,JXC112270907,1576009,,5,7,5~19~22~34~42,5,19,22,34,42,TU,01.01.2019,2.00,EUR,EUMI
9891,JXC,JXC112270920,1765418,,6,8,11~19~22~26~33,11,19,22,26,33,TU,01.01.2019,2.00,EUR,EUMI
9892,JXC,JXC112270920,1765418,,6,8,11~19~22~26~41,11,19,22,26,41,TU,01.01.2019,2.00,EUR,EUMI
9893,JXC,JXC112270920,1765418,,6,8,11~19~22~33~41,11,19,22,33,41,TU,01.01.2019,2.00,EUR,EUMI
9894,JXC,JXC112270920,1765418,,6,8,11~19~26~33~41,11,19,26,33,41,TU,01.01.2019,2.00,EUR,EUMI
9895,JXC,JXC112270920,1765418,,6,8,11~22~26~33~41,11,22,26,33,41,TU,01.01.2019,2.00,EUR,EUMI
9896,JXC,JXC112270920,1765418,,6,8,19~22~26~33~41,19,22,26,33,41,TU,01.01.2019,2.00,EUR,EUMI
9897,JXC,JXC112270920,1765418,,2,7,1~25~26~33~40,1,25,26,33,40,TU,01.01.2019,2.00,EUR,EUMI
9898,JXC,JXC112270920,1765418,,2,7,1~25~26~33~48,1,25,26,33,48,TU,01.01.2019,2.00,EUR,EUMI
9899,JXC,JXC112270920,1765418,,2,7,1~25~26~40~48,1,25,26,40,48,TU,01.01.2019,2.00,EUR,EUMI
9900,JXC,JXC112270920,1765418,,2,7,1~25~33~40~48,1,25,33,40,48,TU,01.01.2019,2.00,EUR,EUMI
9901,JXC,JXC112270920,1765418,,2,7,1~26~33~40~48,1,26,33,40,48,TU,01.01.2019,2.00,EUR,EUMI
9902,JXC,JXC112270920,1765418,,2,7,25~26~33~40~48,25,26,33,40,48,TU,01.01.2019,2.00,EUR,EUMI
9903,JXC,JXC112270996,1765418,,4,8,6~24~26~41~44,6,24,26,41,44,TU,01.01.2019,2.00,EUR,EUMI
9904,JXC,JXC112270996,1765418,,4,7,12~15~29~36~43,12,15,29,36,43,TU,01.01.2019,2.00,EUR,EUMI
9905,JXC,JXC112270996,1765418,,4,7,11~18~28~37~48,11,18,28,37,48,TU,01.01.2019,2.00,EUR,EUMI
9906,JXC,JXC112270996,1765418,,4,9,11~21~31~37~49,11,21,31,37,49,TU,01.01.2019,2.00,EUR,EUMI
9907,JXC,JXC112270996,1765418,,6,8,6~10~11~21~25,6,10,11,21,25,TU,01.01.2019,2.00,EUR,EUMI
9908,JXC,JXC112271567,76966,,3,9,4~8~33~37~42,4,8,33,37,42,TU,01.01.2019,2.00,EUR,EUMI
9909,JXC,JXC112271567,76966,,3,5,16~20~37~40~42,16,20,37,40,42,TU,01.01.2019,2.00,EUR,EUMI
9910,JXC,JXC112271567,76966,,1,7,7~22~25~28~39,7,22,25,28,39,TU,01.01.2019,2.00,EUR,EUMI
9911,JXC,JXC112271567,76966,,3,4,1~6~15~17~22,1,6,15,17,22,TU,01.01.2019,2.00,EUR,EUMI
9912,JXC,JXC112271567,76966,,7,8,13~20~25~46~49,13,20,25,46,49,TU,01.01.2019,2.00,EUR,EUMI
9913,JXC,JXC112271638,731989,3161828,6,12,6~7~18~40~43,6,7,18,40,43,TU,01.01.2019,2.00,EUR,EUMI
9914,JXC,JXC112271638,731989,3161828,6,10,6~13~26~27~38,6,13,26,27,38,TU,01.01.2019,2.00,EUR,EUMI
9915,JXC,JXC112271638,731989,3161828,3,7,3~16~30~48~49,3,16,30,48,49,TU,01.01.2019,2.00,EUR,EUMI
9916,JXC,JXC112271638,731989,3161828,1,12,12~29~35~39~46,12,29,35,39,46,TU,01.01.2019,2.00,EUR,EUMI
9917,JXC,JXC112271638,731989,3161828,1,4,6~17~22~25~39,6,17,22,25,39,TU,01.01.2019,2.00,EUR,EUMI
9918,JXC,JXC112271676,731989,3161828,6,12,2~10~11~25~36,2,10,11,25,36,TU,01.01.2019,2.00,EUR,EUMI
9919,JXC,JXC112271676,731989,3161828,1,9,24~27~30~36~37,24,27,30,36,37,TU,01.01.2019,2.00,EUR,EUMI
9920,JXC,JXC112271676,731989,3161828,2,4,8~13~16~33~46,8,13,16,33,46,TU,01.01.2019,2.00,EUR,EUMI
9921,JXC,JXC112271676,731989,3161828,11,12,8~16~23~25~37,8,16,23,25,37,TU,01.01.2019,2.00,EUR,EUMI
9922,JXC,JXC112271676,731989,3161828,6,10,10~12~26~40~43,10,12,26,40,43,TU,01.01.2019,2.00,EUR,EUMI
9923,JXC,JXC112271678,731989,3161828,6,12,1~5~6~18~46,1,5,6,18,46,TU,01.01.2019,2.00,EUR,EUMI
9924,JXC,JXC112271678,731989,3161828,4,5,2~27~28~31~50,2,27,28,31,50,TU,01.01.2019,2.00,EUR,EUMI
9925,JXC,JXC112271678,731989,3161828,6,7,19~29~34~36~40,19,29,34,36,40,TU,01.01.2019,2.00,EUR,EUMI
9926,JXC,JXC112271678,731989,3161828,5,6,1~3~11~35~42,1,3,11,35,42,TU,01.01.2019,2.00,EUR,EUMI
9927,JXC,JXC112271678,731989,3161828,2,3,3~21~24~35~47,3,21,24,35,47,TU,01.01.2019,2.00,EUR,EUMI
9928,JXC,JXC112271803,1645992,,6,10,2~28~31~37~38,2,28,31,37,38,TU,01.01.2019,2.00,EUR,EUMI
9929,JXC,JXC112271803,1645992,,2,4,11~14~23~28~38,11,14,23,28,38,TU,01.01.2019,2.00,EUR,EUMI
9930,JXC,JXC112271862,1506706,,2,12,3~12~15~33~38,3,12,15,33,38,TU,01.01.2019,2.00,EUR,EUMI
9931,JXC,JXC112272096,1437573,,7,9,7~16~25~38~43,7,16,25,38,43,TU,01.01.2019,2.00,EUR,EUMI
9932,JXC,JXC112272096,1437573,,4,8,24~26~36~42~43,24,26,36,42,43,TU,01.01.2019,2.00,EUR,EUMI
9933,JXC,JXC112272096,1437573,,1,11,3~5~7~13~23,3,5,7,13,23,TU,01.01.2019,2.00,EUR,EUMI
9934,JXC,JXC112272096,1437573,,10,12,17~20~27~29~40,17,20,27,29,40,TU,01.01.2019,2.00,EUR,EUMI
9935,JXC,JXC112272096,1437573,,8,10,10~17~30~31~47,10,17,30,31,47,TU,01.01.2019,2.00,EUR,EUMI
9936,JXC,JXC112272256,1791752,,2,9,14~15~27~28~35,14,15,27,28,35,TU,01.01.2019,2.00,EUR,EUMI
9937,JXC,JXC112272256,1791752,,2,9,14~15~27~28~43,14,15,27,28,43,TU,01.01.2019,2.00,EUR,EUMI
9938,JXC,JXC112272256,1791752,,2,9,14~15~27~35~43,14,15,27,35,43,TU,01.01.2019,2.00,EUR,EUMI
9939,JXC,JXC112272256,1791752,,2,9,14~15~28~35~43,14,15,28,35,43,TU,01.01.2019,2.00,EUR,EUMI
9940,JXC,JXC112272256,1791752,,2,9,14~27~28~35~43,14,27,28,35,43,TU,01.01.2019,2.00,EUR,EUMI
9941,JXC,JXC112272256,1791752,,2,9,15~27~28~35~43,15,27,28,35,43,TU,01.01.2019,2.00,EUR,EUMI
9942,JXC,JXC112272330,727777,,4,11,7~16~31~35~50,7,16,31,35,50,TU,01.01.2019,2.00,EUR,EUMI
9943,JXC,JXC112272734,66230,,3,4,1~2~5~9~12,1,2,5,9,12,TU,01.01.2019,2.00,EUR,EUMI
9944,JXC,JXC112272734,66230,,1,2,3~4~5~9~12,3,4,5,9,12,TU,01.01.2019,2.00,EUR,EUMI
9945,JXC,JXC112272734,66230,,1,8,2~3~5~6~20,2,3,5,6,20,TU,01.01.2019,2.00,EUR,EUMI
9946,JXC,JXC112272734,66230,,1,2,2~5~9~12~34,2,5,9,12,34,TU,01.01.2019,2.00,EUR,EUMI
9947,JXC,JXC112272734,66230,,7,8,6~28~35~38~50,6,28,35,38,50,TU,01.01.2019,2.00,EUR,EUMI
9948,JXC,JXC112272992,1547972,,2,4,8~15~29~31~35,8,15,29,31,35,TU,01.01.2019,2.00,EUR,EUMI
9949,JXC,JXC112272992,1547972,,3,10,8~11~20~27~37,8,11,20,27,37,TU,01.01.2019,2.00,EUR,EUMI
9950,JXC,JXC112272992,1547972,,1,5,2~7~34~37~40,2,7,34,37,40,TU,01.01.2019,2.00,EUR,EUMI
9951,JXC,JXC112272992,1547972,,4,7,27~38~40~46~47,27,38,40,46,47,TU,01.01.2019,2.00,EUR,EUMI
9952,JXC,JXC112273167,1785675,,8,9,4~12~29~36~42,4,12,29,36,42,TU,01.01.2019,2.00,EUR,EUMI
9953,JXC,JXC112273561,2129664,,10,11,16~19~25~37~38,16,19,25,37,38,TU,01.01.2019,2.00,EUR,EUMI
9954,JXC,JXC112273561,2129664,,1,3,15~33~37~40~41,15,33,37,40,41,TU,01.01.2019,2.00,EUR,EUMI
9955,JXC,JXC112273561,2129664,,8,11,12~31~33~40~45,12,31,33,40,45,TU,01.01.2019,2.00,EUR,EUMI
9956,JXC,JXC112273561,2129664,,2,6,3~32~37~43~47,3,32,37,43,47,TU,01.01.2019,2.00,EUR,EUMI
9957,JXC,JXC112273561,2129664,,3,6,6~10~15~19~32,6,10,15,19,32,TU,01.01.2019,2.00,EUR,EUMI
9958,JXC,JXC112273624,2129664,,5,6,13~16~19~44~46,13,16,19,44,46,TU,01.01.2019,2.00,EUR,EUMI
9959,JXC,JXC112273624,2129664,,2,7,6~7~18~35~36,6,7,18,35,36,TU,01.01.2019,2.00,EUR,EUMI
9960,JXC,JXC112273624,2129664,,6,8,2~9~22~26~36,2,9,22,26,36,TU,01.01.2019,2.00,EUR,EUMI
9961,JXC,JXC112273624,2129664,,6,9,7~25~26~36~44,7,25,26,36,44,TU,01.01.2019,2.00,EUR,EUMI
9962,JXC,JXC112273624,2129664,,3,6,22~23~44~46~50,22,23,44,46,50,TU,01.01.2019,2.00,EUR,EUMI
9963,JXC,JXC112273648,1199872,,3,12,2~13~23~29~43,2,13,23,29,43,TU,01.01.2019,2.00,EUR,EUMI
9964,JXC,JXC112273648,1199872,,6,8,5~14~18~37~39,5,14,18,37,39,TU,01.01.2019,2.00,EUR,EUMI
9965,JXC,JXC112273648,1199872,,2,12,19~20~22~34~43,19,20,22,34,43,TU,01.01.2019,2.00,EUR,EUMI
9966,JXC,JXC112273648,1199872,,2,6,8~9~26~34~44,8,9,26,34,44,TU,01.01.2019,2.00,EUR,EUMI
9967,JXC,JXC112273648,1199872,,5,11,5~11~29~40~47,5,11,29,40,47,TU,01.01.2019,2.00,EUR,EUMI
9968,JXC,JXC112274703,2166027,,4,6,9~13~29~34~36,9,13,29,34,36,TU,01.01.2019,2.00,EUR,EUMI
9969,JXC,JXC112274703,2166027,,1,11,4~11~19~30~32,4,11,19,30,32,TU,01.01.2019,2.00,EUR,EUMI
9970,JXC,JXC112274975,1805637,,3,6,9~16~30~37~50,9,16,30,37,50,TU,01.01.2019,2.00,EUR,EUMI
9971,JXC,JXC112274975,1805637,,1,8,3~10~18~19~43,3,10,18,19,43,TU,01.01.2019,2.00,EUR,EUMI
9972,JXC,JXC112275106,379563,,7,10,2~28~29~36~42,2,28,29,36,42,TU,01.01.2019,2.00,EUR,EUMI
9973,JXC,JXC112275106,379563,,5,7,11~14~34~46~49,11,14,34,46,49,TU,01.01.2019,2.00,EUR,EUMI
9974,JXC,JXC112275106,379563,,3,11,8~9~26~28~41,8,9,26,28,41,TU,01.01.2019,2.00,EUR,EUMI
9975,JXC,JXC112275168,908293,,8,10,17~23~38~46~47,17,23,38,46,47,TU,01.01.2019,2.00,EUR,EUMI
9976,JXC,JXC112275168,908293,,8,10,7~22~38~43~49,7,22,38,43,49,TU,01.01.2019,2.00,EUR,EUMI
9977,JXC,JXC112275273,1338478,,1,8,4~6~10~13~26,4,6,10,13,26,TU,01.01.2019,2.00,EUR,EUMI
9978,JXC,JXC112275273,1338478,,4,9,3~8~10~30~41,3,8,10,30,41,TU,01.01.2019,2.00,EUR,EUMI
9979,JXC,JXC112275273,1338478,,3,12,21~34~36~39~49,21,34,36,39,49,TU,01.01.2019,2.00,EUR,EUMI
9980,JXC,JXC112275273,1338478,,4,9,4~29~36~46~48,4,29,36,46,48,TU,01.01.2019,2.00,EUR,EUMI
9981,JXC,JXC112275273,1338478,,3,6,15~16~20~30~37,15,16,20,30,37,TU,01.01.2019,2.00,EUR,EUMI
9982,JXC,JXC112275499,677251,,6,11,2~15~36~42~49,2,15,36,42,49,TU,01.01.2019,2.00,EUR,EUMI
9983,JXC,JXC112275499,677251,,1,7,8~18~25~40~41,8,18,25,40,41,TU,01.01.2019,2.00,EUR,EUMI
9984,JXC,JXC112275499,677251,,4,5,7~9~25~26~32,7,9,25,26,32,TU,01.01.2019,2.00,EUR,EUMI
9985,JXC,JXC112275499,677251,,2,4,1~9~16~36~43,1,9,16,36,43,TU,01.01.2019,2.00,EUR,EUMI
9986,JXC,JXC112275499,677251,,3,11,11~17~32~33~46,11,17,32,33,46,TU,01.01.2019,2.00,EUR,EUMI
9987,JXC,JXC112275867,136265,,3,5,8~9~12~19~21,8,9,12,19,21,TU,01.01.2019,2.00,EUR,EUMI
9988,JXC,JXC112275967,583509,,6,11,19~41~47~49~50,19,41,47,49,50,TU,01.01.2019,2.00,EUR,EUMI
9989,JXC,JXC112275967,583509,,4,11,14~21~36~47~50,14,21,36,47,50,TU,01.01.2019,2.00,EUR,EUMI
9990,JXC,JXC112275967,583509,,6,11,6~19~24~26~49,6,19,24,26,49,TU,01.01.2019,2.00,EUR,EUMI
9991,JXC,JXC112275967,583509,,6,9,6~19~22~32~47,6,19,22,32,47,TU,01.01.2019,2.00,EUR,EUMI
9992,JXC,JXC112276021,1666714,,4,10,6~13~15~35~37,6,13,15,35,37,TU,01.01.2019,2.00,EUR,EUMI
9993,JXC,JXC112276021,1666714,,9,11,10~15~30~37~42,10,15,30,37,42,TU,01.01.2019,2.00,EUR,EUMI
9994,JXC,JXC112276021,1666714,,3,5,3~7~10~29~33,3,7,10,29,33,TU,01.01.2019,2.00,EUR,EUMI
9995,JXC,JXC112276021,1666714,,3,6,6~9~19~29~49,6,9,19,29,49,TU,01.01.2019,2.00,EUR,EUMI
9996,JXC,JXC112276021,1666714,,1,7,8~33~35~39~45,8,33,35,39,45,TU,01.01.2019,2.00,EUR,EUMI
9997,JXC,JXC112276024,1666714,,1,2,12~16~29~32~40,12,16,29,32,40,TU,01.01.2019,2.00,EUR,EUMI
9998,JXC,JXC112276206,2145196,,7,9,10~15~16~21~30,10,15,16,21,30,TU,01.01.2019,2.00,EUR,EUMI
9999,JXC,JXC112276206,2145196,,3,9,7~13~21~32~47,7,13,21,32,47,TU,01.01.2019,2.00,EUR,EUMI
10000,JXC,JXC112276408,1439591,,6,7,7~18~23~33~40,7,18,23,33,40,TU,01.01.2019,2.00,EUR,EUMI
10001,JXC,JXC112276408,1439591,,7,10,11~18~23~32~40,11,18,23,32,40,TU,01.01.2019,2.00,EUR,EUMI
10002,JXC,JXC112276743,1749440,,5,12,14~17~24~27~29,14,17,24,27,29,TU,01.01.2019,2.00,EUR,EUMI
10003,JXC,JXC112276743,1749440,,2,12,2~14~18~28~36,2,14,18,28,36,TU,01.01.2019,2.00,EUR,EUMI
10004,JXC,JXC112277427,1757513,,4,7,1~2~14~31~36,1,2,14,31,36,TU,01.01.2019,2.00,EUR,EUMI
10005,JXC,JXC112277445,1448052,,5,8,8~18~22~32~43,8,18,22,32,43,TU,01.01.2019,2.00,EUR,EUMI
10006,JXC,JXC112277547,1784061,,1,6,4~7~23~34~43,4,7,23,34,43,TU,01.01.2019,2.00,EUR,EUMI
10007,JXC,JXC112277547,1784061,,4,7,1~9~11~31~47,1,9,11,31,47,TU,01.01.2019,2.00,EUR,EUMI
10008,JXC,JXC112277547,1784061,,9,11,9~12~22~38~44,9,12,22,38,44,TU,01.01.2019,2.00,EUR,EUMI
10009,JXC,JXC112277746,1452754,,3,8,11~22~27~35~36,11,22,27,35,36,TU,01.01.2019,2.00,EUR,EUMI
10010,JXC,JXC112277746,1452754,,1,9,10~22~27~39~40,10,22,27,39,40,TU,01.01.2019,2.00,EUR,EUMI
10011,JXC,JXC112277746,1452754,,3,6,5~16~24~27~40,5,16,24,27,40,TU,01.01.2019,2.00,EUR,EUMI
10012,JXC,JXC112277746,1452754,,2,6,2~21~28~35~46,2,21,28,35,46,TU,01.01.2019,2.00,EUR,EUMI
10013,JXC,JXC112277746,1452754,,4,8,4~10~13~23~48,4,10,13,23,48,TU,01.01.2019,2.00,EUR,EUMI
10014,JXC,JXC112279094,1191321,,7,9,1~2~4~23~33,1,2,4,23,33,TU,01.01.2019,2.00,EUR,EUMI
10015,JXC,JXC112279094,1191321,,6,8,7~12~19~38~40,7,12,19,38,40,TU,01.01.2019,2.00,EUR,EUMI
10016,JXC,JXC112279593,2125607,,5,11,23~29~30~38~43,23,29,30,38,43,TU,01.01.2019,2.00,EUR,EUMI
10017,JXC,JXC112279593,2125607,,3,6,9~10~14~20~30,9,10,14,20,30,TU,01.01.2019,2.00,EUR,EUMI
10018,JXC,JXC112279624,685977,,10,11,2~27~34~37~48,2,27,34,37,48,TU,01.01.2019,2.00,EUR,EUMI
10019,JXC,JXC112279624,685977,,2,10,8~9~16~35~42,8,9,16,35,42,TU,01.01.2019,2.00,EUR,EUMI
10020,JXC,JXC112279624,685977,,2,3,20~23~35~41~48,20,23,35,41,48,TU,01.01.2019,2.00,EUR,EUMI
10021,JXC,JXC112279624,685977,,4,7,5~17~24~37~40,5,17,24,37,40,TU,01.01.2019,2.00,EUR,EUMI
10022,JXC,JXC112279624,685977,,4,8,10~24~27~29~50,10,24,27,29,50,TU,01.01.2019,2.00,EUR,EUMI
10023,JXC,JXC112279897,1811512,,1,7,7~10~22~25~26,7,10,22,25,26,TU,01.01.2019,2.00,EUR,EUMI
10024,JXC,JXC112279897,1811512,,3,11,30~37~40~47~49,30,37,40,47,49,TU,01.01.2019,2.00,EUR,EUMI
10025,JXC,JXC112279897,1811512,,6,8,11~14~21~32~46,11,14,21,32,46,TU,01.01.2019,2.00,EUR,EUMI
10026,JXC,JXC112279955,751509,,5,8,2~3~17~33~44,2,3,17,33,44,TU,01.01.2019,2.00,EUR,EUMI
10027,JXC,JXC112280542,1796401,,6,7,1~2~4~5~16,1,2,4,5,16,TU,01.01.2019,2.00,EUR,EUMI
10028,JXC,JXC112280542,1796401,,3,11,5~14~18~21~34,5,14,18,21,34,TU,01.01.2019,2.00,EUR,EUMI
10029,JXC,JXC112280862,1796696,,1,2,3~7~13~21~36,3,7,13,21,36,TU,01.01.2019,2.00,EUR,EUMI
10030,JXC,JXC112280862,1796696,,5,7,12~15~31~40~43,12,15,31,40,43,TU,01.01.2019,2.00,EUR,EUMI
10031,JXC,JXC112281524,1781569,,2,6,9~10~12~20~25,9,10,12,20,25,TU,01.01.2019,2.00,EUR,EUMI
10032,JXC,JXC112281524,1781569,,4,7,3~18~33~36~47,3,18,33,36,47,TU,01.01.2019,2.00,EUR,EUMI
10033,JXC,JXC112281524,1781569,,3,10,5~9~11~32~41,5,9,11,32,41,TU,01.01.2019,2.00,EUR,EUMI
10034,JXC,JXC112281524,1781569,,4,9,5~11~12~13~24,5,11,12,13,24,TU,01.01.2019,2.00,EUR,EUMI
10035,JXC,JXC112281524,1781569,,1,12,8~12~33~40~47,8,12,33,40,47,TU,01.01.2019,2.00,EUR,EUMI
10036,JXC,JXC112282220,1805616,,1,7,2~3~19~22~30,2,3,19,22,30,TU,01.01.2019,2.00,EUR,EUMI
10037,JXC,JXC112282220,1805616,,4,5,15~24~30~37~50,15,24,30,37,50,TU,01.01.2019,2.00,EUR,EUMI
10038,JXC,JXC112282426,1436895,,6,8,32~36~37~38~41,32,36,37,38,41,TU,01.01.2019,2.00,EUR,EUMI
10039,JXC,JXC112282514,1798027,,4,5,10~20~34~38~42,10,20,34,38,42,TU,01.01.2019,2.00,EUR,EUMI
10040,JXC,JXC112284221,587769,,4,10,2~4~9~12~27,2,4,9,12,27,TU,01.01.2019,2.00,EUR,EUMI
10041,JXC,JXC112284221,587769,,1,3,3~5~14~18~22,3,5,14,18,22,TU,01.01.2019,2.00,EUR,EUMI
10042,JXC,JXC112284221,587769,,1,8,20~24~37~48~49,20,24,37,48,49,TU,01.01.2019,2.00,EUR,EUMI
10043,JXC,JXC112284221,587769,,1,10,1~5~6~13~44,1,5,6,13,44,TU,01.01.2019,2.00,EUR,EUMI
10044,JXC,JXC112284426,1472103,,2,4,8~9~15~19~45,8,9,15,19,45,TU,01.01.2019,2.00,EUR,EUMI
10045,JXC,JXC112284426,1472103,,1,5,7~19~33~46~50,7,19,33,46,50,TU,01.01.2019,2.00,EUR,EUMI
10046,JXC,JXC112284426,1472103,,5,9,4~10~31~43~47,4,10,31,43,47,TU,01.01.2019,2.00,EUR,EUMI
10047,JXC,JXC112284426,1472103,,2,8,9~23~32~38~41,9,23,32,38,41,TU,01.01.2019,2.00,EUR,EUMI
10048,JXC,JXC112284426,1472103,,2,4,2~15~25~28~50,2,15,25,28,50,TU,01.01.2019,2.00,EUR,EUMI
10049,JXC,JXC112284427,1472103,,1,8,3~8~11~18~19,3,8,11,18,19,TU,01.01.2019,2.00,EUR,EUMI
10050,JXC,JXC112284427,1472103,,1,4,11~26~27~44~49,11,26,27,44,49,TU,01.01.2019,2.00,EUR,EUMI
10051,JXC,JXC112284427,1472103,,6,7,5~6~13~24~40,5,6,13,24,40,TU,01.01.2019,2.00,EUR,EUMI
10052,JXC,JXC112284427,1472103,,2,5,8~11~40~45~47,8,11,40,45,47,TU,01.01.2019,2.00,EUR,EUMI
10053,JXC,JXC112284427,1472103,,3,6,5~11~18~25~38,5,11,18,25,38,TU,01.01.2019,2.00,EUR,EUMI
10054,JXC,JXC112284487,586999,,3,4,3~4~24~40~49,3,4,24,40,49,TU,01.01.2019,2.00,EUR,EUMI
10055,JXC,JXC112284637,39118,,6,10,2~9~23~27~39,2,9,23,27,39,TU,01.01.2019,2.00,EUR,EUMI
10056,JXC,JXC112284637,39118,,5,11,6~13~20~33~43,6,13,20,33,43,TU,01.01.2019,2.00,EUR,EUMI
10057,JXC,JXC112284637,39118,,2,8,18~26~36~39~48,18,26,36,39,48,TU,01.01.2019,2.00,EUR,EUMI
10058,JXC,JXC112284749,1748166,,10,12,1~12~13~33~46,1,12,13,33,46,TU,01.01.2019,2.00,EUR,EUMI
10059,JXC,JXC112284749,1748166,,1,11,13~18~34~36~47,13,18,34,36,47,TU,01.01.2019,2.00,EUR,EUMI
10060,JXC,JXC112284749,1748166,,4,6,3~4~8~11~25,3,4,8,11,25,TU,01.01.2019,2.00,EUR,EUMI
10061,JXC,JXC112284749,1748166,,6,12,4~6~16~23~28,4,6,16,23,28,TU,01.01.2019,2.00,EUR,EUMI
10062,JXC,JXC112284749,1748166,,2,7,2~7~27~33~40,2,7,27,33,40,TU,01.01.2019,2.00,EUR,EUMI
10063,JXC,JXC112285179,1237767,,9,10,12~22~26~28~36,12,22,26,28,36,TU,01.01.2019,2.00,EUR,EUMI
10064,JXC,JXC112285179,1237767,,5,8,15~25~40~44~47,15,25,40,44,47,TU,01.01.2019,2.00,EUR,EUMI
10065,JXC,JXC112285179,1237767,,2,5,10~21~25~38~39,10,21,25,38,39,TU,01.01.2019,2.00,EUR,EUMI
10066,JXC,JXC112285179,1237767,,5,8,3~8~22~30~42,3,8,22,30,42,TU,01.01.2019,2.00,EUR,EUMI
10067,JXC,JXC112285179,1237767,,2,11,2~11~27~34~36,2,11,27,34,36,TU,01.01.2019,2.00,EUR,EUMI
10068,JXC,JXC112285181,1237767,,2,12,3~10~18~24~47,3,10,18,24,47,TU,01.01.2019,2.00,EUR,EUMI
10069,JXC,JXC112285181,1237767,,4,9,5~7~17~23~33,5,7,17,23,33,TU,01.01.2019,2.00,EUR,EUMI
10070,JXC,JXC112285181,1237767,,4,8,15~26~30~32~43,15,26,30,32,43,TU,01.01.2019,2.00,EUR,EUMI
10071,JXC,JXC112285181,1237767,,3,11,6~20~28~37~40,6,20,28,37,40,TU,01.01.2019,2.00,EUR,EUMI
10072,JXC,JXC112285181,1237767,,6,11,9~22~35~42~45,9,22,35,42,45,TU,01.01.2019,2.00,EUR,EUMI
10073,JXC,JXC112286101,599198,,5,7,13~22~35~37~44,13,22,35,37,44,TU,01.01.2019,2.00,EUR,EUMI
10074,JXC,JXC112286101,599198,,2,4,13~30~33~42~43,13,30,33,42,43,TU,01.01.2019,2.00,EUR,EUMI
10075,JXC,JXC112286101,599198,,2,7,9~17~30~37~39,9,17,30,37,39,TU,01.01.2019,2.00,EUR,EUMI
10076,JXC,JXC112286144,599198,,5,9,8~15~21~37~44,8,15,21,37,44,TU,01.01.2019,2.00,EUR,EUMI
10077,JXC,JXC112286144,599198,,1,3,7~9~17~19~47,7,9,17,19,47,TU,01.01.2019,2.00,EUR,EUMI
10078,JXC,JXC112286144,599198,,3,9,11~14~20~43~45,11,14,20,43,45,TU,01.01.2019,2.00,EUR,EUMI
10079,JXC,JXC112286639,1814128,,3,5,12~13~21~24~31,12,13,21,24,31,TU,01.01.2019,2.00,EUR,EUMI
10080,JXC,JXC112286639,1814128,,3,5,2~13~14~20~21,2,13,14,20,21,TU,01.01.2019,2.00,EUR,EUMI
10081,JXC,JXC112286639,1814128,,2,5,2~5~13~21~24,2,5,13,21,24,TU,01.01.2019,2.00,EUR,EUMI
